"","Area","Vertical_wall","Road_density"
"1",1.07702833368935,-0.886271659019345,-0.837365753905374
"2",0.899034708202455,-0.886271659019345,-1.55989132305211
"3",1.20901333393763,-0.886271659019345,-1.55989132305211
"4",0.664035734157993,-0.886271659019345,-1.55989132305211
"5",0.453848951527334,-0.886271659019345,-1.43777567230869
"6",0.905859876218671,-0.886271659019345,-1.55989132305211
"7",-0.0630967959443541,-0.886271659019345,-1.55989132305211
"8",-0.332081810023097,-0.886271659019345,-1.55989132305211
"9",1.28395833133767,-0.886271659019345,-1.55989132305211
"10",0.419889065877735,-0.886271659019345,-1.0370189458739
"11",0.232494514782228,-0.886271659019345,-0.68209941749942
"12",0.406606875857546,-0.886271659019345,-0.285135894520248
"13",-0.296565316090413,-0.886271659019345,-1.43777567230869
"14",0.796576031703512,-0.886271659019345,-1.47212169519463
"15",0.559996180072774,-0.886271659019345,-1.55989132305211
"16",-0.204685450567447,-0.886271659019345,-1.55989132305211
"17",0.758752815027001,-0.886271659019345,-1.48927079989313
"18",0.827875320331983,-0.886271659019345,-1.55989132305211
"19",-0.854783637684651,-0.886271659019345,-1.216462969852
"20",-0.437016358112316,1.11747296137222,0.76817932891776
"21",0.256969991361761,1.11747296137222,0.245370703058132
"22",-1.08221786400585,1.11747296137222,0.245370703058132
"23",-0.39803616056394,1.11747296137222,0.588862807576826
"24",-0.507002803797711,-0.886271659019345,0.233943279202346
"25",-0.291242086303636,1.11747296137222,0.352201975171569
"26",-1.08221786400585,1.11747296137222,0.352201975171569
"27",1.45018678927296,-0.886271659019345,-1.38033573426649
"28",1.66811255873144,-0.886271659019345,-1.13671007030618
"29",-0.384368901844672,-0.886271659019345,-1.25453844487497
"30",0.300198995785031,-0.886271659019345,0.245322889569195
"31",1.11588845459589,-0.886271659019345,0.38265916762402
